,COCLSACT
29177,NEVER USED COCAINE
29178,NEVER USED COCAINE
29179,NEVER USED COCAINE
29180,NEVER USED COCAINE
29181,NEVER USED COCAINE
29182,NEVER USED COCAINE
29183,NEVER USED COCAINE
29184,NEVER USED COCAINE
29185,NEVER USED COCAINE
29186,NEVER USED COCAINE
29187,DID NOT USE COCAINE IN THE PAST 12 MOS
29188,NEVER USED COCAINE
29189,NEVER USED COCAINE
29190,NEVER USED COCAINE
29191,DID NOT USE COCAINE IN THE PAST 12 MOS
29192,NEVER USED COCAINE
29193,NEVER USED COCAINE
29194,NEVER USED COCAINE
29195,NEVER USED COCAINE
29196,NEVER USED COCAINE
29197,NEVER USED COCAINE
29198,NEVER USED COCAINE
29199,NEVER USED COCAINE
29200,NEVER USED COCAINE
29201,NEVER USED COCAINE
29202,NEVER USED COCAINE
29203,NEVER USED COCAINE
29204,NEVER USED COCAINE
29205,NEVER USED COCAINE
29206,NEVER USED COCAINE
29207,NEVER USED COCAINE
29208,NEVER USED COCAINE
29209,NEVER USED COCAINE
29210,NEVER USED COCAINE
29211,NEVER USED COCAINE
29212,DID NOT USE COCAINE IN THE PAST 12 MOS
29213,NEVER USED COCAINE
29214,NEVER USED COCAINE
29215,NEVER USED COCAINE
29216,NEVER USED COCAINE
29217,NEVER USED COCAINE
29218,NEVER USED COCAINE
29219,NEVER USED COCAINE
29220,NEVER USED COCAINE
29221,NEVER USED COCAINE
29222,NEVER USED COCAINE
29223,NEVER USED COCAINE
29224,NEVER USED COCAINE
29225,NEVER USED COCAINE
29226,DID NOT USE COCAINE IN THE PAST 12 MOS
29227,NEVER USED COCAINE
29228,NEVER USED COCAINE
29229,NEVER USED COCAINE
29230,NEVER USED COCAINE
29231,NEVER USED COCAINE
29232,NEVER USED COCAINE
29233,NEVER USED COCAINE
29234,NEVER USED COCAINE
29235,NEVER USED COCAINE
29236,NEVER USED COCAINE
29237,NEVER USED COCAINE
29238,NEVER USED COCAINE
29239,NEVER USED COCAINE
29240,NEVER USED COCAINE
29241,NEVER USED COCAINE
29242,NEVER USED COCAINE
29243,No
29244,DID NOT USE COCAINE IN THE PAST 12 MOS
29245,NEVER USED COCAINE
29246,NEVER USED COCAINE
29247,NEVER USED COCAINE
29248,No
29249,NEVER USED COCAINE
29250,NEVER USED COCAINE
29251,NEVER USED COCAINE
29252,NEVER USED COCAINE
29253,NEVER USED COCAINE
29254,NEVER USED COCAINE
29255,NEVER USED COCAINE
29256,NEVER USED COCAINE
29257,NEVER USED COCAINE
29258,No
29259,NEVER USED COCAINE
29260,DID NOT USE COCAINE IN THE PAST 12 MOS
29261,NEVER USED COCAINE
29262,NEVER USED COCAINE
29263,No
29264,NEVER USED COCAINE
29265,NEVER USED COCAINE
29266,NEVER USED COCAINE
29267,DID NOT USE COCAINE IN THE PAST 12 MOS
29268,NEVER USED COCAINE
29269,NEVER USED COCAINE
29270,NEVER USED COCAINE
29271,NEVER USED COCAINE
29272,NEVER USED COCAINE
29273,NEVER USED COCAINE
29274,NEVER USED COCAINE
29275,DID NOT USE COCAINE IN THE PAST 12 MOS
29276,NEVER USED COCAINE
29277,No
29278,NEVER USED COCAINE
29279,No
29280,NEVER USED COCAINE
29281,NEVER USED COCAINE
29282,NEVER USED COCAINE
29283,NEVER USED COCAINE
29284,NEVER USED COCAINE
29285,NEVER USED COCAINE
29286,NEVER USED COCAINE
29287,NEVER USED COCAINE
29288,NEVER USED COCAINE
29289,NEVER USED COCAINE
29290,DID NOT USE COCAINE IN THE PAST 12 MOS
29291,No
29292,NEVER USED COCAINE
29293,NEVER USED COCAINE
29294,NEVER USED COCAINE
29295,NEVER USED COCAINE
29296,NEVER USED COCAINE
29297,NEVER USED COCAINE
29298,NEVER USED COCAINE
29299,DID NOT USE COCAINE IN THE PAST 12 MOS
29300,DID NOT USE COCAINE IN THE PAST 12 MOS
29301,NEVER USED COCAINE
29302,NEVER USED COCAINE
29303,NEVER USED COCAINE
29304,NEVER USED COCAINE
29305,NEVER USED COCAINE
29306,NEVER USED COCAINE
29307,NEVER USED COCAINE
29308,NEVER USED COCAINE
29309,NEVER USED COCAINE
29310,NEVER USED COCAINE
29311,NEVER USED COCAINE
29312,NEVER USED COCAINE
29313,NEVER USED COCAINE
29314,NEVER USED COCAINE
29315,NEVER USED COCAINE
29316,NEVER USED COCAINE
29317,NEVER USED COCAINE
29318,NEVER USED COCAINE
29319,NEVER USED COCAINE
29320,NEVER USED COCAINE
29321,NEVER USED COCAINE
29322,NEVER USED COCAINE
29323,NEVER USED COCAINE
29324,NEVER USED COCAINE
29325,NEVER USED COCAINE
29326,NEVER USED COCAINE
29327,NEVER USED COCAINE
29328,NEVER USED COCAINE
29329,NEVER USED COCAINE
29330,NEVER USED COCAINE
29331,NEVER USED COCAINE
29332,NEVER USED COCAINE
29333,NEVER USED COCAINE
29334,NEVER USED COCAINE
29335,NEVER USED COCAINE
29336,NEVER USED COCAINE
29337,NEVER USED COCAINE
29338,NEVER USED COCAINE
29339,NEVER USED COCAINE
29340,No
29341,No
29342,NEVER USED COCAINE
29343,NEVER USED COCAINE
29344,NEVER USED COCAINE
29345,NEVER USED COCAINE
29346,BLANK (NO ANSWER)
29347,NEVER USED COCAINE
29348,NEVER USED COCAINE
29349,NEVER USED COCAINE
29350,NEVER USED COCAINE
29351,NEVER USED COCAINE
29352,NEVER USED COCAINE
29353,NEVER USED COCAINE
29354,NEVER USED COCAINE
29355,NEVER USED COCAINE
29356,NEVER USED COCAINE
29357,NEVER USED COCAINE
29358,DID NOT USE COCAINE IN THE PAST 12 MOS
29359,NEVER USED COCAINE
29360,DID NOT USE COCAINE IN THE PAST 12 MOS
29361,NEVER USED COCAINE
29362,NEVER USED COCAINE
29363,NEVER USED COCAINE
29364,NEVER USED COCAINE
29365,NEVER USED COCAINE
29366,NEVER USED COCAINE
29367,NEVER USED COCAINE
29368,NEVER USED COCAINE
29369,NEVER USED COCAINE
29370,NEVER USED COCAINE
29371,NEVER USED COCAINE
29372,NEVER USED COCAINE
29373,NEVER USED COCAINE
29374,NEVER USED COCAINE
29375,NEVER USED COCAINE
29376,NEVER USED COCAINE
29377,NEVER USED COCAINE
29378,NEVER USED COCAINE
29379,NEVER USED COCAINE
29380,DID NOT USE COCAINE IN THE PAST 12 MOS
29381,NEVER USED COCAINE
29382,NEVER USED COCAINE
29383,DID NOT USE COCAINE IN THE PAST 12 MOS
29384,NEVER USED COCAINE
29385,NEVER USED COCAINE
29386,NEVER USED COCAINE
29387,NEVER USED COCAINE
29388,NEVER USED COCAINE
29389,NEVER USED COCAINE
29390,NEVER USED COCAINE
29391,NEVER USED COCAINE
29392,DID NOT USE COCAINE IN THE PAST 12 MOS
29393,NEVER USED COCAINE
29394,NEVER USED COCAINE
29395,No
29396,NEVER USED COCAINE
29397,NEVER USED COCAINE
29398,NEVER USED COCAINE
29399,NEVER USED COCAINE
29400,NEVER USED COCAINE
29401,DID NOT USE COCAINE IN THE PAST 12 MOS
29402,NEVER USED COCAINE
29403,NEVER USED COCAINE
29404,NEVER USED COCAINE
29405,NEVER USED COCAINE
29406,NEVER USED COCAINE
29407,NEVER USED COCAINE
29408,NEVER USED COCAINE
29409,NEVER USED COCAINE
29410,NEVER USED COCAINE
29411,NEVER USED COCAINE
29412,NEVER USED COCAINE
29413,NEVER USED COCAINE
29414,DID NOT USE COCAINE IN THE PAST 12 MOS
29415,DID NOT USE COCAINE IN THE PAST 12 MOS
29416,NEVER USED COCAINE
29417,NEVER USED COCAINE
29418,NEVER USED COCAINE
29419,DID NOT USE COCAINE IN THE PAST 12 MOS
29420,NEVER USED COCAINE
29421,NEVER USED COCAINE
29422,NEVER USED COCAINE
29423,DID NOT USE COCAINE IN THE PAST 12 MOS
29424,NEVER USED COCAINE
29425,DID NOT USE COCAINE IN THE PAST 12 MOS
29426,NEVER USED COCAINE
29427,NEVER USED COCAINE
29428,NEVER USED COCAINE
29429,NEVER USED COCAINE
29430,NEVER USED COCAINE
29431,NEVER USED COCAINE
29432,NEVER USED COCAINE
29433,NEVER USED COCAINE
29434,NEVER USED COCAINE
29435,NEVER USED COCAINE
29436,NEVER USED COCAINE
29437,NEVER USED COCAINE
29438,NEVER USED COCAINE
29439,DID NOT USE COCAINE IN THE PAST 12 MOS
29440,NEVER USED COCAINE
29441,NEVER USED COCAINE
29442,NEVER USED COCAINE
29443,NEVER USED COCAINE
29444,DID NOT USE COCAINE IN THE PAST 12 MOS
29445,NEVER USED COCAINE
29446,NEVER USED COCAINE
29447,NEVER USED COCAINE
29448,NEVER USED COCAINE
29449,NEVER USED COCAINE
29450,NEVER USED COCAINE
29451,NEVER USED COCAINE
29452,NEVER USED COCAINE
29453,NEVER USED COCAINE
29454,NEVER USED COCAINE
29455,NEVER USED COCAINE
29456,NEVER USED COCAINE
29457,DID NOT USE COCAINE IN THE PAST 12 MOS
29458,NEVER USED COCAINE
29459,NEVER USED COCAINE
29460,NEVER USED COCAINE
29461,NEVER USED COCAINE
29462,DID NOT USE COCAINE IN THE PAST 12 MOS
29463,NEVER USED COCAINE
29464,Yes
29465,NEVER USED COCAINE
29466,NEVER USED COCAINE
29467,NEVER USED COCAINE
29468,NEVER USED COCAINE
29469,Yes
29470,DID NOT USE COCAINE IN THE PAST 12 MOS
29471,NEVER USED COCAINE
29472,NEVER USED COCAINE
29473,NEVER USED COCAINE
29474,NEVER USED COCAINE
29475,NEVER USED COCAINE
29476,NEVER USED COCAINE
29477,NEVER USED COCAINE
29478,NEVER USED COCAINE
29479,NEVER USED COCAINE
29480,DID NOT USE COCAINE IN THE PAST 12 MOS
29481,NEVER USED COCAINE
29482,NEVER USED COCAINE
29483,NEVER USED COCAINE
29484,NEVER USED COCAINE
29485,NEVER USED COCAINE
29486,NEVER USED COCAINE
29487,DID NOT USE COCAINE IN THE PAST 12 MOS
29488,NEVER USED COCAINE
29489,NEVER USED COCAINE
29490,NEVER USED COCAINE
29491,NEVER USED COCAINE
29492,NEVER USED COCAINE
29493,NEVER USED COCAINE
29494,NEVER USED COCAINE
29495,DID NOT USE COCAINE IN THE PAST 12 MOS
29496,NEVER USED COCAINE
29497,NEVER USED COCAINE
29498,NEVER USED COCAINE
29499,NEVER USED COCAINE
29500,NEVER USED COCAINE
29501,NEVER USED COCAINE
29502,NEVER USED COCAINE
29503,NEVER USED COCAINE
29504,NEVER USED COCAINE
29505,NEVER USED COCAINE
29506,NEVER USED COCAINE
29507,NEVER USED COCAINE
29508,NEVER USED COCAINE
29509,NEVER USED COCAINE
29510,NEVER USED COCAINE
29511,NEVER USED COCAINE
29512,NEVER USED COCAINE
29513,NEVER USED COCAINE
29514,DID NOT USE COCAINE IN THE PAST 12 MOS
29515,NEVER USED COCAINE
29516,NEVER USED COCAINE
29517,NEVER USED COCAINE
29518,DID NOT USE COCAINE IN THE PAST 12 MOS
29519,NEVER USED COCAINE
29520,NEVER USED COCAINE
29521,NEVER USED COCAINE
29522,NEVER USED COCAINE
29523,NEVER USED COCAINE
29524,DID NOT USE COCAINE IN THE PAST 12 MOS
29525,DID NOT USE COCAINE IN THE PAST 12 MOS
29526,NEVER USED COCAINE
29527,NEVER USED COCAINE
29528,NEVER USED COCAINE
29529,NEVER USED COCAINE
29530,NEVER USED COCAINE
29531,NEVER USED COCAINE
29532,DID NOT USE COCAINE IN THE PAST 12 MOS
29533,NEVER USED COCAINE
29534,NEVER USED COCAINE
29535,NEVER USED COCAINE
29536,NEVER USED COCAINE
29537,NEVER USED COCAINE
29538,NEVER USED COCAINE
29539,NEVER USED COCAINE
29540,NEVER USED COCAINE
29541,NEVER USED COCAINE
29542,NEVER USED COCAINE
29543,DID NOT USE COCAINE IN THE PAST 12 MOS
29544,DID NOT USE COCAINE IN THE PAST 12 MOS
29545,NEVER USED COCAINE
29546,NEVER USED COCAINE
29547,NEVER USED COCAINE
29548,NEVER USED COCAINE
29549,DID NOT USE COCAINE IN THE PAST 12 MOS
29550,NEVER USED COCAINE
29551,NEVER USED COCAINE
29552,NEVER USED COCAINE
29553,NEVER USED COCAINE
29554,NEVER USED COCAINE
29555,NEVER USED COCAINE
29556,NEVER USED COCAINE
29557,NEVER USED COCAINE
29558,NEVER USED COCAINE
29559,DID NOT USE COCAINE IN THE PAST 12 MOS
29560,NEVER USED COCAINE
29561,NEVER USED COCAINE
29562,NEVER USED COCAINE
29563,NEVER USED COCAINE
29564,NEVER USED COCAINE
29565,NEVER USED COCAINE
29566,NEVER USED COCAINE
29567,NEVER USED COCAINE
29568,NEVER USED COCAINE
29569,NEVER USED COCAINE
29570,Yes
29571,NEVER USED COCAINE
29572,DID NOT USE COCAINE IN THE PAST 12 MOS
29573,DID NOT USE COCAINE IN THE PAST 12 MOS
29574,NEVER USED COCAINE
29575,NEVER USED COCAINE
29576,NEVER USED COCAINE
29577,DID NOT USE COCAINE IN THE PAST 12 MOS
29578,No
29579,NEVER USED COCAINE
29580,NEVER USED COCAINE
29581,NEVER USED COCAINE
29582,NEVER USED COCAINE
29583,NEVER USED COCAINE
29584,NEVER USED COCAINE
29585,NEVER USED COCAINE
29586,DID NOT USE COCAINE IN THE PAST 12 MOS
29587,DID NOT USE COCAINE IN THE PAST 12 MOS
29588,DID NOT USE COCAINE IN THE PAST 12 MOS
29589,NEVER USED COCAINE
29590,NEVER USED COCAINE
29591,DID NOT USE COCAINE IN THE PAST 12 MOS
29592,NEVER USED COCAINE
29593,NEVER USED COCAINE
29594,NEVER USED COCAINE
29595,NEVER USED COCAINE
29596,NEVER USED COCAINE
29597,NEVER USED COCAINE
29598,NEVER USED COCAINE
29599,NEVER USED COCAINE
29600,NEVER USED COCAINE
29601,NEVER USED COCAINE
29602,NEVER USED COCAINE
29603,NEVER USED COCAINE
29604,NEVER USED COCAINE
29605,NEVER USED COCAINE
29606,NEVER USED COCAINE
29607,NEVER USED COCAINE
29608,NEVER USED COCAINE
29609,NEVER USED COCAINE
29610,NEVER USED COCAINE
29611,NEVER USED COCAINE
29612,NEVER USED COCAINE
29613,NEVER USED COCAINE
29614,NEVER USED COCAINE
29615,NEVER USED COCAINE
29616,NEVER USED COCAINE
29617,NEVER USED COCAINE
29618,NEVER USED COCAINE
29619,DID NOT USE COCAINE IN THE PAST 12 MOS
29620,NEVER USED COCAINE
29621,NEVER USED COCAINE
29622,NEVER USED COCAINE
29623,NEVER USED COCAINE
29624,NEVER USED COCAINE
29625,NEVER USED COCAINE
29626,NEVER USED COCAINE
29627,NEVER USED COCAINE
29628,NEVER USED COCAINE
29629,NEVER USED COCAINE
29630,NEVER USED COCAINE
29631,NEVER USED COCAINE
29632,NEVER USED COCAINE
29633,NEVER USED COCAINE
29634,NEVER USED COCAINE
29635,NEVER USED COCAINE
29636,NEVER USED COCAINE
29637,NEVER USED COCAINE
29638,NEVER USED COCAINE
29639,NEVER USED COCAINE
29640,NEVER USED COCAINE
29641,NEVER USED COCAINE
29642,NEVER USED COCAINE
29643,NEVER USED COCAINE
29644,NEVER USED COCAINE
29645,NEVER USED COCAINE
29646,DID NOT USE COCAINE IN THE PAST 12 MOS
29647,NEVER USED COCAINE
29648,NEVER USED COCAINE
29649,NEVER USED COCAINE
29650,DID NOT USE COCAINE IN THE PAST 12 MOS
29651,NEVER USED COCAINE
29652,NEVER USED COCAINE
29653,NEVER USED COCAINE
29654,NEVER USED COCAINE
29655,NEVER USED COCAINE
29656,NEVER USED COCAINE
29657,NEVER USED COCAINE
29658,NEVER USED COCAINE
29659,NEVER USED COCAINE
29660,NEVER USED COCAINE
29661,No
29662,NEVER USED COCAINE
29663,DID NOT USE COCAINE IN THE PAST 12 MOS
29664,NEVER USED COCAINE
29665,No
29666,DID NOT USE COCAINE IN THE PAST 12 MOS
29667,NEVER USED COCAINE
29668,NEVER USED COCAINE
29669,NEVER USED COCAINE
29670,NEVER USED COCAINE
29671,NEVER USED COCAINE
29672,NEVER USED COCAINE
29673,NEVER USED COCAINE
29674,DID NOT USE COCAINE IN THE PAST 12 MOS
29675,NEVER USED COCAINE
29676,NEVER USED COCAINE
29677,NEVER USED COCAINE
29678,NEVER USED COCAINE
29679,NEVER USED COCAINE
29680,NEVER USED COCAINE
29681,NEVER USED COCAINE
29682,NEVER USED COCAINE
29683,NEVER USED COCAINE
29684,NEVER USED COCAINE
29685,NEVER USED COCAINE
29686,NEVER USED COCAINE
29687,NEVER USED COCAINE
29688,NEVER USED COCAINE
29689,NEVER USED COCAINE
29690,No
29691,NEVER USED COCAINE
29692,DID NOT USE COCAINE IN THE PAST 12 MOS
29693,NEVER USED COCAINE
29694,NEVER USED COCAINE
29695,NEVER USED COCAINE
29696,NEVER USED COCAINE
29697,NEVER USED COCAINE
29698,NEVER USED COCAINE
29699,NEVER USED COCAINE
29700,NEVER USED COCAINE
29701,NEVER USED COCAINE
29702,NEVER USED COCAINE
29703,NEVER USED COCAINE
29704,NEVER USED COCAINE
29705,NEVER USED COCAINE
29706,NEVER USED COCAINE
29707,NEVER USED COCAINE
29708,NEVER USED COCAINE
29709,NEVER USED COCAINE
29710,NEVER USED COCAINE
29711,DID NOT USE COCAINE IN THE PAST 12 MOS
29712,NEVER USED COCAINE
29713,NEVER USED COCAINE
29714,NEVER USED COCAINE
29715,NEVER USED COCAINE
29716,NEVER USED COCAINE
29717,NEVER USED COCAINE
29718,NEVER USED COCAINE
29719,NEVER USED COCAINE
29720,NEVER USED COCAINE
29721,NEVER USED COCAINE
29722,NEVER USED COCAINE
29723,NEVER USED COCAINE
29724,DID NOT USE COCAINE IN THE PAST 12 MOS
29725,NEVER USED COCAINE
29726,NEVER USED COCAINE
29727,No
29728,NEVER USED COCAINE
29729,NEVER USED COCAINE
29730,NEVER USED COCAINE
29731,No
29732,NEVER USED COCAINE
29733,NEVER USED COCAINE
29734,NEVER USED COCAINE
29735,NEVER USED COCAINE
29736,NEVER USED COCAINE
29737,NEVER USED COCAINE
29738,NEVER USED COCAINE
29739,NEVER USED COCAINE
29740,NEVER USED COCAINE
29741,NEVER USED COCAINE
29742,NEVER USED COCAINE
29743,NEVER USED COCAINE
29744,NEVER USED COCAINE
29745,NEVER USED COCAINE
29746,NEVER USED COCAINE
29747,NEVER USED COCAINE
29748,NEVER USED COCAINE
29749,NEVER USED COCAINE
29750,NEVER USED COCAINE
29751,NEVER USED COCAINE
29752,NEVER USED COCAINE
29753,NEVER USED COCAINE
29754,DID NOT USE COCAINE IN THE PAST 12 MOS
29755,No
29756,DID NOT USE COCAINE IN THE PAST 12 MOS
29757,NEVER USED COCAINE
29758,NEVER USED COCAINE
29759,NEVER USED COCAINE
29760,NEVER USED COCAINE
29761,DID NOT USE COCAINE IN THE PAST 12 MOS
29762,NEVER USED COCAINE
29763,NEVER USED COCAINE
29764,NEVER USED COCAINE
29765,NEVER USED COCAINE
29766,NEVER USED COCAINE
29767,NEVER USED COCAINE
29768,NEVER USED COCAINE
29769,NEVER USED COCAINE
29770,NEVER USED COCAINE
29771,NEVER USED COCAINE
29772,NEVER USED COCAINE
29773,NEVER USED COCAINE
29774,NEVER USED COCAINE
29775,NEVER USED COCAINE
29776,NEVER USED COCAINE
29777,NEVER USED COCAINE
29778,No
29779,NEVER USED COCAINE
29780,NEVER USED COCAINE
29781,NEVER USED COCAINE
29782,NEVER USED COCAINE
29783,DID NOT USE COCAINE IN THE PAST 12 MOS
29784,NEVER USED COCAINE
29785,NEVER USED COCAINE
29786,NEVER USED COCAINE
29787,NEVER USED COCAINE
29788,DID NOT USE COCAINE IN THE PAST 12 MOS
29789,NEVER USED COCAINE
29790,NEVER USED COCAINE
29791,NEVER USED COCAINE
29792,NEVER USED COCAINE
29793,NEVER USED COCAINE
29794,No
29795,No
29796,NEVER USED COCAINE
29797,NEVER USED COCAINE
29798,NEVER USED COCAINE
29799,NEVER USED COCAINE
29800,NEVER USED COCAINE
29801,NEVER USED COCAINE
29802,NEVER USED COCAINE
29803,NEVER USED COCAINE
29804,NEVER USED COCAINE
29805,DID NOT USE COCAINE IN THE PAST 12 MOS
29806,NEVER USED COCAINE
29807,NEVER USED COCAINE
29808,NEVER USED COCAINE
29809,NEVER USED COCAINE
29810,NEVER USED COCAINE
29811,DID NOT USE COCAINE IN THE PAST 12 MOS
29812,No
29813,NEVER USED COCAINE
29814,NEVER USED COCAINE
29815,DID NOT USE COCAINE IN THE PAST 12 MOS
29816,NEVER USED COCAINE
29817,NEVER USED COCAINE
29818,NEVER USED COCAINE
29819,NEVER USED COCAINE
29820,NEVER USED COCAINE
29821,DID NOT USE COCAINE IN THE PAST 12 MOS
29822,NEVER USED COCAINE
29823,NEVER USED COCAINE
29824,DID NOT USE COCAINE IN THE PAST 12 MOS
29825,NEVER USED COCAINE
29826,NEVER USED COCAINE
29827,NEVER USED COCAINE
29828,NEVER USED COCAINE
29829,NEVER USED COCAINE
29830,NEVER USED COCAINE
29831,NEVER USED COCAINE
29832,NEVER USED COCAINE
29833,NEVER USED COCAINE
29834,NEVER USED COCAINE
29835,NEVER USED COCAINE
29836,NEVER USED COCAINE
29837,NEVER USED COCAINE
29838,NEVER USED COCAINE
29839,NEVER USED COCAINE
29840,NEVER USED COCAINE
29841,NEVER USED COCAINE
29842,NEVER USED COCAINE
29843,NEVER USED COCAINE
29844,NEVER USED COCAINE
29845,NEVER USED COCAINE
29846,NEVER USED COCAINE
29847,NEVER USED COCAINE
29848,NEVER USED COCAINE
29849,NEVER USED COCAINE
29850,NEVER USED COCAINE
29851,NEVER USED COCAINE
29852,NEVER USED COCAINE
29853,NEVER USED COCAINE
29854,NEVER USED COCAINE
29855,NEVER USED COCAINE
29856,NEVER USED COCAINE
29857,DID NOT USE COCAINE IN THE PAST 12 MOS
29858,NEVER USED COCAINE
29859,NEVER USED COCAINE
29860,NEVER USED COCAINE
29861,NEVER USED COCAINE
29862,NEVER USED COCAINE
29863,NEVER USED COCAINE
29864,NEVER USED COCAINE
29865,DID NOT USE COCAINE IN THE PAST 12 MOS
29866,NEVER USED COCAINE
29867,NEVER USED COCAINE
29868,NEVER USED COCAINE
29869,NEVER USED COCAINE
29870,NEVER USED COCAINE
29871,NEVER USED COCAINE
29872,NEVER USED COCAINE
29873,NEVER USED COCAINE
29874,NEVER USED COCAINE
29875,NEVER USED COCAINE
29876,NEVER USED COCAINE
29877,NEVER USED COCAINE
29878,NEVER USED COCAINE
29879,NEVER USED COCAINE
29880,DID NOT USE COCAINE IN THE PAST 12 MOS
29881,NEVER USED COCAINE
29882,NEVER USED COCAINE
29883,NEVER USED COCAINE
29884,NEVER USED COCAINE
29885,NEVER USED COCAINE
29886,NEVER USED COCAINE
29887,NEVER USED COCAINE
29888,NEVER USED COCAINE
29889,NEVER USED COCAINE
29890,NEVER USED COCAINE
29891,NEVER USED COCAINE
29892,NEVER USED COCAINE
29893,NEVER USED COCAINE
29894,NEVER USED COCAINE
29895,NEVER USED COCAINE
29896,NEVER USED COCAINE
29897,NEVER USED COCAINE
29898,NEVER USED COCAINE
29899,NEVER USED COCAINE
29900,DID NOT USE COCAINE IN THE PAST 12 MOS
29901,NEVER USED COCAINE
29902,NEVER USED COCAINE
29903,NEVER USED COCAINE
29904,NEVER USED COCAINE
29905,NEVER USED COCAINE
29906,NEVER USED COCAINE
29907,NEVER USED COCAINE
29908,NEVER USED COCAINE
29909,NEVER USED COCAINE
29910,NEVER USED COCAINE
29911,DID NOT USE COCAINE IN THE PAST 12 MOS
29912,NEVER USED COCAINE
29913,NEVER USED COCAINE
29914,NEVER USED COCAINE
29915,NEVER USED COCAINE
29916,No
29917,NEVER USED COCAINE
29918,NEVER USED COCAINE
29919,DID NOT USE COCAINE IN THE PAST 12 MOS
29920,DID NOT USE COCAINE IN THE PAST 12 MOS
29921,DID NOT USE COCAINE IN THE PAST 12 MOS
29922,NEVER USED COCAINE
29923,NEVER USED COCAINE
29924,DID NOT USE COCAINE IN THE PAST 12 MOS
29925,NEVER USED COCAINE
29926,DID NOT USE COCAINE IN THE PAST 12 MOS
29927,NEVER USED COCAINE
29928,DID NOT USE COCAINE IN THE PAST 12 MOS
29929,NEVER USED COCAINE
29930,DID NOT USE COCAINE IN THE PAST 12 MOS
29931,NEVER USED COCAINE
29932,NEVER USED COCAINE
29933,NEVER USED COCAINE
29934,NEVER USED COCAINE
29935,NEVER USED COCAINE
29936,NEVER USED COCAINE
29937,DID NOT USE COCAINE IN THE PAST 12 MOS
29938,NEVER USED COCAINE
29939,NEVER USED COCAINE
29940,NEVER USED COCAINE
29941,NEVER USED COCAINE
29942,NEVER USED COCAINE
29943,NEVER USED COCAINE
29944,NEVER USED COCAINE
29945,DID NOT USE COCAINE IN THE PAST 12 MOS
29946,NEVER USED COCAINE
29947,NEVER USED COCAINE
29948,DID NOT USE COCAINE IN THE PAST 12 MOS
29949,NEVER USED COCAINE
29950,NEVER USED COCAINE
29951,NEVER USED COCAINE
29952,NEVER USED COCAINE
29953,NEVER USED COCAINE
29954,NEVER USED COCAINE
29955,NEVER USED COCAINE
29956,NEVER USED COCAINE
29957,NEVER USED COCAINE
29958,NEVER USED COCAINE
29959,NEVER USED COCAINE
29960,NEVER USED COCAINE
29961,NEVER USED COCAINE
29962,NEVER USED COCAINE
29963,NEVER USED COCAINE
29964,NEVER USED COCAINE
29965,NEVER USED COCAINE
29966,NEVER USED COCAINE
29967,NEVER USED COCAINE
29968,NEVER USED COCAINE
29969,NEVER USED COCAINE
29970,DID NOT USE COCAINE IN THE PAST 12 MOS
29971,NEVER USED COCAINE
29972,NEVER USED COCAINE
29973,NEVER USED COCAINE
29974,NEVER USED COCAINE
29975,NEVER USED COCAINE
29976,NEVER USED COCAINE
29977,NEVER USED COCAINE
29978,No
29979,NEVER USED COCAINE
29980,DID NOT USE COCAINE IN THE PAST 12 MOS
29981,NEVER USED COCAINE
29982,NEVER USED COCAINE
29983,NEVER USED COCAINE
29984,NEVER USED COCAINE
29985,NEVER USED COCAINE
29986,NEVER USED COCAINE
29987,NEVER USED COCAINE
29988,NEVER USED COCAINE
29989,NEVER USED COCAINE
29990,DID NOT USE COCAINE IN THE PAST 12 MOS
29991,DID NOT USE COCAINE IN THE PAST 12 MOS
29992,DID NOT USE COCAINE IN THE PAST 12 MOS
29993,NEVER USED COCAINE
29994,NEVER USED COCAINE
29995,NEVER USED COCAINE
29996,NEVER USED COCAINE
29997,NEVER USED COCAINE
29998,NEVER USED COCAINE
29999,DID NOT USE COCAINE IN THE PAST 12 MOS
30000,NEVER USED COCAINE
30001,NEVER USED COCAINE
30002,NEVER USED COCAINE
30003,NEVER USED COCAINE
30004,NEVER USED COCAINE
30005,NEVER USED COCAINE
30006,NEVER USED COCAINE
30007,NEVER USED COCAINE
30008,NEVER USED COCAINE
30009,NEVER USED COCAINE
30010,NEVER USED COCAINE
30011,NEVER USED COCAINE
30012,NEVER USED COCAINE
30013,NEVER USED COCAINE
30014,NEVER USED COCAINE
30015,NEVER USED COCAINE
30016,NEVER USED COCAINE
30017,NEVER USED COCAINE
30018,No
30019,NEVER USED COCAINE
30020,NEVER USED COCAINE
30021,NEVER USED COCAINE
30022,NEVER USED COCAINE
30023,NEVER USED COCAINE
30024,NEVER USED COCAINE
30025,NEVER USED COCAINE
30026,NEVER USED COCAINE
30027,NEVER USED COCAINE
30028,NEVER USED COCAINE
30029,NEVER USED COCAINE
30030,NEVER USED COCAINE
30031,NEVER USED COCAINE
30032,NEVER USED COCAINE
30033,NEVER USED COCAINE
30034,NEVER USED COCAINE
30035,NEVER USED COCAINE
30036,NEVER USED COCAINE
30037,NEVER USED COCAINE
30038,NEVER USED COCAINE
30039,NEVER USED COCAINE
30040,NEVER USED COCAINE
30041,NEVER USED COCAINE
30042,NEVER USED COCAINE
30043,NEVER USED COCAINE
30044,NEVER USED COCAINE
30045,NEVER USED COCAINE
30046,NEVER USED COCAINE
