,COCLSACT
9858,NEVER USED COCAINE
9859,NEVER USED COCAINE
9860,DID NOT USE COCAINE IN THE PAST 12 MOS
9861,NEVER USED COCAINE
9862,NEVER USED COCAINE
9863,NEVER USED COCAINE
9864,NEVER USED COCAINE
9865,BLANK (NO ANSWER)
9866,NEVER USED COCAINE
9867,NEVER USED COCAINE
9868,NEVER USED COCAINE
9869,NEVER USED COCAINE
9870,NEVER USED COCAINE
9871,NEVER USED COCAINE
9872,NEVER USED COCAINE
9873,NEVER USED COCAINE
9874,NEVER USED COCAINE
9875,Yes
9876,NEVER USED COCAINE
9877,NEVER USED COCAINE
9878,NEVER USED COCAINE
9879,NEVER USED COCAINE
9880,NEVER USED COCAINE
9881,NEVER USED COCAINE
9882,NEVER USED COCAINE
9883,NEVER USED COCAINE
9884,DID NOT USE COCAINE IN THE PAST 12 MOS
9885,NEVER USED COCAINE
9886,DID NOT USE COCAINE IN THE PAST 12 MOS
9887,DID NOT USE COCAINE IN THE PAST 12 MOS
9888,NEVER USED COCAINE
9889,NEVER USED COCAINE
9890,NEVER USED COCAINE
9891,NEVER USED COCAINE
9892,NEVER USED COCAINE
9893,DID NOT USE COCAINE IN THE PAST 12 MOS
9894,NEVER USED COCAINE
9895,NEVER USED COCAINE
9896,NEVER USED COCAINE
9897,NEVER USED COCAINE
9898,NEVER USED COCAINE
9899,NEVER USED COCAINE
9900,NEVER USED COCAINE
9901,NEVER USED COCAINE
9902,DID NOT USE COCAINE IN THE PAST 12 MOS
9903,NEVER USED COCAINE
9904,NEVER USED COCAINE
9905,NEVER USED COCAINE
9906,NEVER USED COCAINE
9907,DID NOT USE COCAINE IN THE PAST 12 MOS
9908,NEVER USED COCAINE
9909,NEVER USED COCAINE
9910,NEVER USED COCAINE
9911,NEVER USED COCAINE
9912,NEVER USED COCAINE
9913,NEVER USED COCAINE
9914,NEVER USED COCAINE
9915,NEVER USED COCAINE
9916,NEVER USED COCAINE
9917,NEVER USED COCAINE
9918,NEVER USED COCAINE
9919,NEVER USED COCAINE
9920,NEVER USED COCAINE
9921,NEVER USED COCAINE
9922,NEVER USED COCAINE
9923,NEVER USED COCAINE
9924,NEVER USED COCAINE
9925,NEVER USED COCAINE
9926,NEVER USED COCAINE
9927,NEVER USED COCAINE
9928,NEVER USED COCAINE
9929,NEVER USED COCAINE
9930,NEVER USED COCAINE
9931,NEVER USED COCAINE
9932,DID NOT USE COCAINE IN THE PAST 12 MOS
9933,NEVER USED COCAINE
9934,NEVER USED COCAINE
9935,NEVER USED COCAINE
9936,NEVER USED COCAINE
9937,NEVER USED COCAINE
9938,NEVER USED COCAINE
9939,DID NOT USE COCAINE IN THE PAST 12 MOS
9940,NEVER USED COCAINE
9941,NEVER USED COCAINE
9942,NEVER USED COCAINE
9943,NEVER USED COCAINE
9944,NEVER USED COCAINE
9945,No
9946,NEVER USED COCAINE
9947,NEVER USED COCAINE
9948,NEVER USED COCAINE
9949,NEVER USED COCAINE
9950,NEVER USED COCAINE
9951,No
9952,NEVER USED COCAINE
9953,NEVER USED COCAINE
9954,DID NOT USE COCAINE IN THE PAST 12 MOS
9955,NEVER USED COCAINE
9956,NEVER USED COCAINE
9957,NEVER USED COCAINE
9958,NEVER USED COCAINE
9959,NEVER USED COCAINE
9960,NEVER USED COCAINE
9961,NEVER USED COCAINE
9962,NEVER USED COCAINE
9963,NEVER USED COCAINE
9964,NEVER USED COCAINE
9965,NEVER USED COCAINE
9966,NEVER USED COCAINE
9967,NEVER USED COCAINE
9968,DID NOT USE COCAINE IN THE PAST 12 MOS
9969,NEVER USED COCAINE
9970,NEVER USED COCAINE
9971,NEVER USED COCAINE
9972,NEVER USED COCAINE
9973,NEVER USED COCAINE
9974,NEVER USED COCAINE
9975,DID NOT USE COCAINE IN THE PAST 12 MOS
9976,NEVER USED COCAINE
9977,NEVER USED COCAINE
9978,NEVER USED COCAINE
9979,NEVER USED COCAINE
9980,NEVER USED COCAINE
9981,NEVER USED COCAINE
9982,NEVER USED COCAINE
9983,NEVER USED COCAINE
9984,NEVER USED COCAINE
9985,DID NOT USE COCAINE IN THE PAST 12 MOS
9986,NEVER USED COCAINE
9987,NEVER USED COCAINE
9988,NEVER USED COCAINE
9989,NEVER USED COCAINE
9990,DID NOT USE COCAINE IN THE PAST 12 MOS
9991,NEVER USED COCAINE
9992,No
9993,NEVER USED COCAINE
9994,NEVER USED COCAINE
9995,NEVER USED COCAINE
9996,NEVER USED COCAINE
9997,NEVER USED COCAINE
9998,NEVER USED COCAINE
9999,NEVER USED COCAINE
10000,NEVER USED COCAINE
10001,NEVER USED COCAINE
10002,NEVER USED COCAINE
10003,DID NOT USE COCAINE IN THE PAST 12 MOS
10004,NEVER USED COCAINE
10005,NEVER USED COCAINE
10006,NEVER USED COCAINE
10007,NEVER USED COCAINE
10008,NEVER USED COCAINE
10009,NEVER USED COCAINE
10010,NEVER USED COCAINE
10011,DID NOT USE COCAINE IN THE PAST 12 MOS
10012,NEVER USED COCAINE
10013,NEVER USED COCAINE
10014,DID NOT USE COCAINE IN THE PAST 12 MOS
10015,NEVER USED COCAINE
10016,DID NOT USE COCAINE IN THE PAST 12 MOS
10017,NEVER USED COCAINE
10018,DID NOT USE COCAINE IN THE PAST 12 MOS
10019,NEVER USED COCAINE
10020,NEVER USED COCAINE
10021,NEVER USED COCAINE
10022,NEVER USED COCAINE
10023,DID NOT USE COCAINE IN THE PAST 12 MOS
10024,NEVER USED COCAINE
10025,NEVER USED COCAINE
10026,NEVER USED COCAINE
10027,NEVER USED COCAINE
10028,DID NOT USE COCAINE IN THE PAST 12 MOS
10029,NEVER USED COCAINE
10030,NEVER USED COCAINE
10031,NEVER USED COCAINE
10032,NEVER USED COCAINE
10033,NEVER USED COCAINE
10034,No
10035,NEVER USED COCAINE
10036,DID NOT USE COCAINE IN THE PAST 12 MOS
10037,DID NOT USE COCAINE IN THE PAST 12 MOS
10038,DID NOT USE COCAINE IN THE PAST 12 MOS
10039,NEVER USED COCAINE
10040,NEVER USED COCAINE
10041,NEVER USED COCAINE
10042,NEVER USED COCAINE
10043,NEVER USED COCAINE
10044,NEVER USED COCAINE
10045,NEVER USED COCAINE
10046,NEVER USED COCAINE
10047,NEVER USED COCAINE
10048,NEVER USED COCAINE
10049,NEVER USED COCAINE
10050,NEVER USED COCAINE
10051,NEVER USED COCAINE
10052,NEVER USED COCAINE
10053,NEVER USED COCAINE
10054,NEVER USED COCAINE
10055,NEVER USED COCAINE
10056,NEVER USED COCAINE
10057,NEVER USED COCAINE
10058,NEVER USED COCAINE
10059,NEVER USED COCAINE
10060,NEVER USED COCAINE
10061,NEVER USED COCAINE
10062,NEVER USED COCAINE
10063,NEVER USED COCAINE
10064,NEVER USED COCAINE
10065,DID NOT USE COCAINE IN THE PAST 12 MOS
10066,NEVER USED COCAINE
10067,NEVER USED COCAINE
10068,NEVER USED COCAINE
10069,DID NOT USE COCAINE IN THE PAST 12 MOS
10070,NEVER USED COCAINE
10071,NEVER USED COCAINE
10072,NEVER USED COCAINE
10073,NEVER USED COCAINE
10074,NEVER USED COCAINE
10075,NEVER USED COCAINE
10076,NEVER USED COCAINE
10077,NEVER USED COCAINE
10078,DID NOT USE COCAINE IN THE PAST 12 MOS
10079,NEVER USED COCAINE
10080,NEVER USED COCAINE
10081,NEVER USED COCAINE
10082,NEVER USED COCAINE
10083,DID NOT USE COCAINE IN THE PAST 12 MOS
10084,NEVER USED COCAINE
10085,NEVER USED COCAINE
10086,NEVER USED COCAINE
10087,NEVER USED COCAINE
10088,NEVER USED COCAINE
10089,NEVER USED COCAINE
10090,NEVER USED COCAINE
10091,NEVER USED COCAINE
10092,NEVER USED COCAINE
10093,NEVER USED COCAINE
10094,NEVER USED COCAINE
10095,NEVER USED COCAINE
10096,NEVER USED COCAINE
10097,NEVER USED COCAINE
10098,NEVER USED COCAINE
10099,NEVER USED COCAINE
10100,NEVER USED COCAINE
10101,NEVER USED COCAINE
10102,NEVER USED COCAINE
10103,DID NOT USE COCAINE IN THE PAST 12 MOS
10104,NEVER USED COCAINE
10105,DID NOT USE COCAINE IN THE PAST 12 MOS
10106,NEVER USED COCAINE
10107,NEVER USED COCAINE
10108,NEVER USED COCAINE
10109,NEVER USED COCAINE
10110,NEVER USED COCAINE
10111,NEVER USED COCAINE
10112,NEVER USED COCAINE
10113,NEVER USED COCAINE
10114,No
10115,NEVER USED COCAINE
10116,NEVER USED COCAINE
10117,NEVER USED COCAINE
10118,NEVER USED COCAINE
10119,NEVER USED COCAINE
10120,DID NOT USE COCAINE IN THE PAST 12 MOS
10121,NEVER USED COCAINE
10122,NEVER USED COCAINE
10123,NEVER USED COCAINE
10124,No
10125,NEVER USED COCAINE
10126,NEVER USED COCAINE
10127,NEVER USED COCAINE
10128,DID NOT USE COCAINE IN THE PAST 12 MOS
10129,NEVER USED COCAINE
10130,NEVER USED COCAINE
10131,NEVER USED COCAINE
10132,NEVER USED COCAINE
10133,NEVER USED COCAINE
10134,NEVER USED COCAINE
10135,NEVER USED COCAINE
10136,NEVER USED COCAINE
10137,NEVER USED COCAINE
10138,NEVER USED COCAINE
10139,NEVER USED COCAINE
10140,NEVER USED COCAINE
10141,DID NOT USE COCAINE IN THE PAST 12 MOS
10142,NEVER USED COCAINE
10143,NEVER USED COCAINE
10144,NEVER USED COCAINE
10145,NEVER USED COCAINE
10146,NEVER USED COCAINE
10147,NEVER USED COCAINE
10148,NEVER USED COCAINE
10149,DID NOT USE COCAINE IN THE PAST 12 MOS
10150,NEVER USED COCAINE
10151,NEVER USED COCAINE
10152,NEVER USED COCAINE
10153,DID NOT USE COCAINE IN THE PAST 12 MOS
10154,NEVER USED COCAINE
10155,NEVER USED COCAINE
10156,NEVER USED COCAINE
10157,NEVER USED COCAINE
10158,NEVER USED COCAINE
10159,NEVER USED COCAINE
10160,NEVER USED COCAINE
10161,NEVER USED COCAINE
10162,NEVER USED COCAINE
10163,NEVER USED COCAINE
10164,NEVER USED COCAINE
10165,NEVER USED COCAINE
10166,NEVER USED COCAINE
10167,NEVER USED COCAINE
10168,NEVER USED COCAINE
10169,NEVER USED COCAINE
10170,NEVER USED COCAINE
10171,NEVER USED COCAINE
10172,NEVER USED COCAINE
10173,NEVER USED COCAINE
10174,NEVER USED COCAINE
10175,NEVER USED COCAINE
10176,NEVER USED COCAINE
10177,NEVER USED COCAINE
10178,NEVER USED COCAINE
10179,DID NOT USE COCAINE IN THE PAST 12 MOS
10180,NEVER USED COCAINE
10181,NEVER USED COCAINE
10182,NEVER USED COCAINE
10183,NEVER USED COCAINE
10184,NEVER USED COCAINE
10185,NEVER USED COCAINE
10186,NEVER USED COCAINE
10187,NEVER USED COCAINE
10188,NEVER USED COCAINE
10189,NEVER USED COCAINE
10190,DID NOT USE COCAINE IN THE PAST 12 MOS
10191,DID NOT USE COCAINE IN THE PAST 12 MOS
10192,NEVER USED COCAINE
10193,NEVER USED COCAINE
10194,NEVER USED COCAINE
10195,NEVER USED COCAINE
10196,DID NOT USE COCAINE IN THE PAST 12 MOS
10197,NEVER USED COCAINE
10198,NEVER USED COCAINE
10199,NEVER USED COCAINE
10200,NEVER USED COCAINE
10201,No
10202,NEVER USED COCAINE
10203,NEVER USED COCAINE
10204,NEVER USED COCAINE
10205,NEVER USED COCAINE
10206,NEVER USED COCAINE
10207,NEVER USED COCAINE
10208,NEVER USED COCAINE
10209,NEVER USED COCAINE
10210,NEVER USED COCAINE
10211,NEVER USED COCAINE
10212,NEVER USED COCAINE
10213,NEVER USED COCAINE
10214,DID NOT USE COCAINE IN THE PAST 12 MOS
10215,NEVER USED COCAINE
10216,NEVER USED COCAINE
10217,NEVER USED COCAINE
10218,DID NOT USE COCAINE IN THE PAST 12 MOS
10219,NEVER USED COCAINE
10220,NEVER USED COCAINE
10221,NEVER USED COCAINE
10222,NEVER USED COCAINE
10223,NEVER USED COCAINE
10224,NEVER USED COCAINE
10225,NEVER USED COCAINE
10226,NEVER USED COCAINE
10227,NEVER USED COCAINE
10228,NEVER USED COCAINE
10229,NEVER USED COCAINE
10230,NEVER USED COCAINE
10231,DID NOT USE COCAINE IN THE PAST 12 MOS
10232,NEVER USED COCAINE
10233,NEVER USED COCAINE
10234,NEVER USED COCAINE
10235,DID NOT USE COCAINE IN THE PAST 12 MOS
10236,No
10237,NEVER USED COCAINE
10238,Yes
10239,NEVER USED COCAINE
10240,NEVER USED COCAINE
10241,NEVER USED COCAINE
10242,NEVER USED COCAINE
10243,NEVER USED COCAINE
10244,NEVER USED COCAINE
10245,NEVER USED COCAINE
10246,NEVER USED COCAINE
10247,NEVER USED COCAINE
10248,NEVER USED COCAINE
10249,NEVER USED COCAINE
10250,NEVER USED COCAINE
10251,NEVER USED COCAINE
10252,NEVER USED COCAINE
10253,No
10254,NEVER USED COCAINE
10255,NEVER USED COCAINE
10256,NEVER USED COCAINE
10257,NEVER USED COCAINE
10258,NEVER USED COCAINE
10259,NEVER USED COCAINE
10260,NEVER USED COCAINE
10261,NEVER USED COCAINE
10262,NEVER USED COCAINE
10263,NEVER USED COCAINE
10264,NEVER USED COCAINE
10265,NEVER USED COCAINE
10266,NEVER USED COCAINE
10267,DID NOT USE COCAINE IN THE PAST 12 MOS
10268,NEVER USED COCAINE
10269,NEVER USED COCAINE
10270,NEVER USED COCAINE
10271,NEVER USED COCAINE
10272,NEVER USED COCAINE
10273,NEVER USED COCAINE
10274,NEVER USED COCAINE
10275,NEVER USED COCAINE
10276,NEVER USED COCAINE
10277,NEVER USED COCAINE
10278,NEVER USED COCAINE
10279,NEVER USED COCAINE
10280,NEVER USED COCAINE
10281,NEVER USED COCAINE
10282,NEVER USED COCAINE
10283,NEVER USED COCAINE
10284,NEVER USED COCAINE
10285,NEVER USED COCAINE
10286,NEVER USED COCAINE
10287,NEVER USED COCAINE
10288,NEVER USED COCAINE
10289,NEVER USED COCAINE
10290,NEVER USED COCAINE
10291,DID NOT USE COCAINE IN THE PAST 12 MOS
10292,NEVER USED COCAINE
10293,DID NOT USE COCAINE IN THE PAST 12 MOS
10294,DID NOT USE COCAINE IN THE PAST 12 MOS
10295,NEVER USED COCAINE
10296,DID NOT USE COCAINE IN THE PAST 12 MOS
10297,NEVER USED COCAINE
10298,NEVER USED COCAINE
10299,NEVER USED COCAINE
10300,NEVER USED COCAINE
10301,NEVER USED COCAINE
10302,DID NOT USE COCAINE IN THE PAST 12 MOS
10303,BLANK (NO ANSWER)
10304,DID NOT USE COCAINE IN THE PAST 12 MOS
10305,NEVER USED COCAINE
10306,NEVER USED COCAINE
10307,NEVER USED COCAINE
10308,NEVER USED COCAINE
10309,NEVER USED COCAINE
10310,NEVER USED COCAINE
10311,NEVER USED COCAINE
10312,NEVER USED COCAINE
10313,NEVER USED COCAINE
10314,NEVER USED COCAINE
10315,NEVER USED COCAINE
10316,NEVER USED COCAINE
10317,NEVER USED COCAINE
10318,NEVER USED COCAINE
10319,NEVER USED COCAINE
10320,NEVER USED COCAINE
10321,NEVER USED COCAINE
10322,NEVER USED COCAINE
10323,NEVER USED COCAINE
10324,NEVER USED COCAINE
10325,DID NOT USE COCAINE IN THE PAST 12 MOS
10326,NEVER USED COCAINE
10327,NEVER USED COCAINE
10328,NEVER USED COCAINE
10329,NEVER USED COCAINE
10330,NEVER USED COCAINE
10331,NEVER USED COCAINE
10332,NEVER USED COCAINE
10333,NEVER USED COCAINE
10334,NEVER USED COCAINE
10335,NEVER USED COCAINE
10336,NEVER USED COCAINE
10337,NEVER USED COCAINE
10338,NEVER USED COCAINE
10339,NEVER USED COCAINE
10340,NEVER USED COCAINE
10341,NEVER USED COCAINE
10342,DID NOT USE COCAINE IN THE PAST 12 MOS
10343,NEVER USED COCAINE
10344,NEVER USED COCAINE
10345,NEVER USED COCAINE
10346,NEVER USED COCAINE
10347,NEVER USED COCAINE
10348,NEVER USED COCAINE
10349,NEVER USED COCAINE
10350,NEVER USED COCAINE
10351,NEVER USED COCAINE
10352,NEVER USED COCAINE
10353,NEVER USED COCAINE
10354,NEVER USED COCAINE
10355,NEVER USED COCAINE
10356,NEVER USED COCAINE
10357,NEVER USED COCAINE
10358,NEVER USED COCAINE
10359,NEVER USED COCAINE
10360,NEVER USED COCAINE
10361,NEVER USED COCAINE
10362,NEVER USED COCAINE
10363,NEVER USED COCAINE
10364,DID NOT USE COCAINE IN THE PAST 12 MOS
10365,NEVER USED COCAINE
10366,NEVER USED COCAINE
10367,NEVER USED COCAINE
10368,NEVER USED COCAINE
10369,NEVER USED COCAINE
10370,NEVER USED COCAINE
10371,NEVER USED COCAINE
10372,NEVER USED COCAINE
10373,DID NOT USE COCAINE IN THE PAST 12 MOS
10374,NEVER USED COCAINE
10375,NEVER USED COCAINE
10376,NEVER USED COCAINE
10377,NEVER USED COCAINE
10378,NEVER USED COCAINE
10379,NEVER USED COCAINE
10380,NEVER USED COCAINE
10381,NEVER USED COCAINE
10382,NEVER USED COCAINE
10383,NEVER USED COCAINE
10384,NEVER USED COCAINE
10385,NEVER USED COCAINE
10386,NEVER USED COCAINE
10387,DID NOT USE COCAINE IN THE PAST 12 MOS
10388,NEVER USED COCAINE
10389,NEVER USED COCAINE
10390,NEVER USED COCAINE
10391,NEVER USED COCAINE
10392,NEVER USED COCAINE
10393,NEVER USED COCAINE
10394,NEVER USED COCAINE
10395,NEVER USED COCAINE
10396,DID NOT USE COCAINE IN THE PAST 12 MOS
10397,No
10398,NEVER USED COCAINE
10399,NEVER USED COCAINE
10400,NEVER USED COCAINE
10401,NEVER USED COCAINE
10402,NEVER USED COCAINE
10403,NEVER USED COCAINE
10404,NEVER USED COCAINE
10405,NEVER USED COCAINE
10406,NEVER USED COCAINE
10407,NEVER USED COCAINE
10408,DID NOT USE COCAINE IN THE PAST 12 MOS
10409,NEVER USED COCAINE
10410,DID NOT USE COCAINE IN THE PAST 12 MOS
10411,NEVER USED COCAINE
10412,DID NOT USE COCAINE IN THE PAST 12 MOS
10413,NEVER USED COCAINE
10414,DID NOT USE COCAINE IN THE PAST 12 MOS
10415,NEVER USED COCAINE
10416,NEVER USED COCAINE
10417,NEVER USED COCAINE
10418,NEVER USED COCAINE
10419,NEVER USED COCAINE
10420,NEVER USED COCAINE
10421,No
10422,NEVER USED COCAINE
10423,NEVER USED COCAINE
10424,NEVER USED COCAINE
10425,NEVER USED COCAINE
10426,NEVER USED COCAINE
10427,NEVER USED COCAINE
10428,NEVER USED COCAINE
10429,NEVER USED COCAINE
10430,NEVER USED COCAINE
10431,NEVER USED COCAINE
10432,NEVER USED COCAINE
10433,NEVER USED COCAINE
10434,DID NOT USE COCAINE IN THE PAST 12 MOS
10435,NEVER USED COCAINE
10436,NEVER USED COCAINE
10437,NEVER USED COCAINE
10438,NEVER USED COCAINE
10439,NEVER USED COCAINE
10440,DID NOT USE COCAINE IN THE PAST 12 MOS
10441,NEVER USED COCAINE
10442,NEVER USED COCAINE
10443,NEVER USED COCAINE
10444,NEVER USED COCAINE
10445,NEVER USED COCAINE
10446,NEVER USED COCAINE
10447,NEVER USED COCAINE
10448,NEVER USED COCAINE
10449,NEVER USED COCAINE
10450,NEVER USED COCAINE
10451,NEVER USED COCAINE
10452,DID NOT USE COCAINE IN THE PAST 12 MOS
10453,NEVER USED COCAINE
10454,NEVER USED COCAINE
10455,NEVER USED COCAINE
10456,NEVER USED COCAINE
10457,NEVER USED COCAINE
10458,NEVER USED COCAINE
10459,NEVER USED COCAINE
10460,NEVER USED COCAINE
10461,NEVER USED COCAINE
10462,DID NOT USE COCAINE IN THE PAST 12 MOS
10463,NEVER USED COCAINE
10464,DID NOT USE COCAINE IN THE PAST 12 MOS
10465,NEVER USED COCAINE
10466,NEVER USED COCAINE
10467,DID NOT USE COCAINE IN THE PAST 12 MOS
10468,NEVER USED COCAINE
10469,NEVER USED COCAINE
10470,NEVER USED COCAINE
10471,NEVER USED COCAINE
10472,NEVER USED COCAINE
10473,NEVER USED COCAINE
10474,NEVER USED COCAINE
10475,NEVER USED COCAINE
10476,NEVER USED COCAINE
10477,DID NOT USE COCAINE IN THE PAST 12 MOS
10478,NEVER USED COCAINE
10479,NEVER USED COCAINE
10480,NEVER USED COCAINE
10481,NEVER USED COCAINE
10482,NEVER USED COCAINE
10483,NEVER USED COCAINE
10484,DID NOT USE COCAINE IN THE PAST 12 MOS
10485,No
10486,NEVER USED COCAINE
10487,NEVER USED COCAINE
10488,NEVER USED COCAINE
10489,NEVER USED COCAINE
10490,NEVER USED COCAINE
10491,NEVER USED COCAINE
10492,NEVER USED COCAINE
10493,DID NOT USE COCAINE IN THE PAST 12 MOS
10494,NEVER USED COCAINE
10495,NEVER USED COCAINE
10496,NEVER USED COCAINE
10497,No
10498,NEVER USED COCAINE
10499,NEVER USED COCAINE
10500,NEVER USED COCAINE
10501,NEVER USED COCAINE
10502,NEVER USED COCAINE
10503,NEVER USED COCAINE
10504,NEVER USED COCAINE
10505,NEVER USED COCAINE
10506,NEVER USED COCAINE
10507,NEVER USED COCAINE
10508,NEVER USED COCAINE
10509,NEVER USED COCAINE
10510,NEVER USED COCAINE
10511,NEVER USED COCAINE
10512,NEVER USED COCAINE
10513,NEVER USED COCAINE
10514,NEVER USED COCAINE
10515,NEVER USED COCAINE
10516,NEVER USED COCAINE
10517,NEVER USED COCAINE
10518,NEVER USED COCAINE
10519,No
10520,NEVER USED COCAINE
10521,NEVER USED COCAINE
10522,NEVER USED COCAINE
10523,NEVER USED COCAINE
10524,DID NOT USE COCAINE IN THE PAST 12 MOS
10525,NEVER USED COCAINE
10526,NEVER USED COCAINE
10527,NEVER USED COCAINE
10528,NEVER USED COCAINE
10529,NEVER USED COCAINE
10530,DID NOT USE COCAINE IN THE PAST 12 MOS
10531,DID NOT USE COCAINE IN THE PAST 12 MOS
10532,NEVER USED COCAINE
10533,NEVER USED COCAINE
10534,NEVER USED COCAINE
10535,NEVER USED COCAINE
10536,DID NOT USE COCAINE IN THE PAST 12 MOS
10537,NEVER USED COCAINE
10538,NEVER USED COCAINE
10539,NEVER USED COCAINE
10540,NEVER USED COCAINE
10541,DID NOT USE COCAINE IN THE PAST 12 MOS
10542,NEVER USED COCAINE
10543,NEVER USED COCAINE
10544,NEVER USED COCAINE
10545,NEVER USED COCAINE
10546,NEVER USED COCAINE
10547,NEVER USED COCAINE
10548,NEVER USED COCAINE
10549,NEVER USED COCAINE
10550,NEVER USED COCAINE
10551,DID NOT USE COCAINE IN THE PAST 12 MOS
10552,NEVER USED COCAINE
10553,NEVER USED COCAINE
10554,NEVER USED COCAINE
10555,NEVER USED COCAINE
10556,NEVER USED COCAINE
10557,NEVER USED COCAINE
10558,NEVER USED COCAINE
10559,NEVER USED COCAINE
10560,NEVER USED COCAINE
10561,NEVER USED COCAINE
10562,NEVER USED COCAINE
10563,Yes
10564,NEVER USED COCAINE
10565,NEVER USED COCAINE
10566,NEVER USED COCAINE
10567,NEVER USED COCAINE
10568,NEVER USED COCAINE
10569,NEVER USED COCAINE
10570,NEVER USED COCAINE
10571,NEVER USED COCAINE
10572,NEVER USED COCAINE
10573,NEVER USED COCAINE
10574,DID NOT USE COCAINE IN THE PAST 12 MOS
10575,NEVER USED COCAINE
10576,DID NOT USE COCAINE IN THE PAST 12 MOS
10577,NEVER USED COCAINE
10578,NEVER USED COCAINE
10579,NEVER USED COCAINE
10580,NEVER USED COCAINE
10581,NEVER USED COCAINE
10582,NEVER USED COCAINE
10583,NEVER USED COCAINE
10584,NEVER USED COCAINE
10585,NEVER USED COCAINE
10586,NEVER USED COCAINE
10587,NEVER USED COCAINE
10588,NEVER USED COCAINE
10589,NEVER USED COCAINE
10590,NEVER USED COCAINE
10591,NEVER USED COCAINE
10592,NEVER USED COCAINE
10593,NEVER USED COCAINE
10594,NEVER USED COCAINE
10595,DID NOT USE COCAINE IN THE PAST 12 MOS
10596,NEVER USED COCAINE
10597,NEVER USED COCAINE
10598,NEVER USED COCAINE
10599,NEVER USED COCAINE
10600,NEVER USED COCAINE
10601,NEVER USED COCAINE
10602,DID NOT USE COCAINE IN THE PAST 12 MOS
10603,NEVER USED COCAINE
10604,NEVER USED COCAINE
10605,NEVER USED COCAINE
10606,NEVER USED COCAINE
10607,NEVER USED COCAINE
10608,NEVER USED COCAINE
10609,NEVER USED COCAINE
10610,NEVER USED COCAINE
10611,DID NOT USE COCAINE IN THE PAST 12 MOS
10612,NEVER USED COCAINE
10613,NEVER USED COCAINE
10614,NEVER USED COCAINE
10615,NEVER USED COCAINE
10616,NEVER USED COCAINE
10617,NEVER USED COCAINE
10618,NEVER USED COCAINE
10619,NEVER USED COCAINE
10620,NEVER USED COCAINE
10621,NEVER USED COCAINE
10622,NEVER USED COCAINE
10623,NEVER USED COCAINE
10624,NEVER USED COCAINE
10625,NEVER USED COCAINE
10626,NEVER USED COCAINE
10627,NEVER USED COCAINE
10628,NEVER USED COCAINE
10629,NEVER USED COCAINE
10630,NEVER USED COCAINE
10631,NEVER USED COCAINE
10632,NEVER USED COCAINE
10633,NEVER USED COCAINE
10634,NEVER USED COCAINE
10635,No
10636,NEVER USED COCAINE
10637,NEVER USED COCAINE
10638,NEVER USED COCAINE
10639,NEVER USED COCAINE
10640,NEVER USED COCAINE
10641,NEVER USED COCAINE
10642,NEVER USED COCAINE
10643,NEVER USED COCAINE
10644,NEVER USED COCAINE
10645,NEVER USED COCAINE
10646,NEVER USED COCAINE
10647,NEVER USED COCAINE
10648,NEVER USED COCAINE
10649,NEVER USED COCAINE
10650,NEVER USED COCAINE
10651,NEVER USED COCAINE
10652,NEVER USED COCAINE
10653,DID NOT USE COCAINE IN THE PAST 12 MOS
10654,NEVER USED COCAINE
10655,NEVER USED COCAINE
10656,NEVER USED COCAINE
10657,NEVER USED COCAINE
10658,NEVER USED COCAINE
10659,NEVER USED COCAINE
10660,NEVER USED COCAINE
10661,NEVER USED COCAINE
10662,DID NOT USE COCAINE IN THE PAST 12 MOS
10663,NEVER USED COCAINE
10664,DID NOT USE COCAINE IN THE PAST 12 MOS
10665,NEVER USED COCAINE
10666,DID NOT USE COCAINE IN THE PAST 12 MOS
10667,NEVER USED COCAINE
10668,NEVER USED COCAINE
10669,NEVER USED COCAINE
10670,NEVER USED COCAINE
10671,NEVER USED COCAINE
10672,NEVER USED COCAINE
10673,NEVER USED COCAINE
10674,NEVER USED COCAINE
10675,NEVER USED COCAINE
10676,NEVER USED COCAINE
10677,NEVER USED COCAINE
10678,NEVER USED COCAINE
10679,NEVER USED COCAINE
10680,NEVER USED COCAINE
10681,NEVER USED COCAINE
10682,NEVER USED COCAINE
10683,NEVER USED COCAINE
10684,NEVER USED COCAINE
10685,NEVER USED COCAINE
10686,NEVER USED COCAINE
10687,NEVER USED COCAINE
10688,NEVER USED COCAINE
10689,NEVER USED COCAINE
10690,DID NOT USE COCAINE IN THE PAST 12 MOS
10691,NEVER USED COCAINE
10692,NEVER USED COCAINE
10693,NEVER USED COCAINE
10694,NEVER USED COCAINE
10695,NEVER USED COCAINE
10696,NEVER USED COCAINE
10697,NEVER USED COCAINE
10698,NEVER USED COCAINE
10699,NEVER USED COCAINE
10700,NEVER USED COCAINE
10701,NEVER USED COCAINE
10702,NEVER USED COCAINE
10703,NEVER USED COCAINE
10704,NEVER USED COCAINE
10705,NEVER USED COCAINE
10706,NEVER USED COCAINE
10707,DID NOT USE COCAINE IN THE PAST 12 MOS
10708,NEVER USED COCAINE
10709,NEVER USED COCAINE
10710,NEVER USED COCAINE
10711,NEVER USED COCAINE
10712,NEVER USED COCAINE
10713,NEVER USED COCAINE
10714,NEVER USED COCAINE
10715,No
10716,DID NOT USE COCAINE IN THE PAST 12 MOS
10717,NEVER USED COCAINE
10718,NEVER USED COCAINE
10719,NEVER USED COCAINE
