,COCYR
39800,"Did not use in the past year (IRCOCRC = 3,9)"
39801,"Did not use in the past year (IRCOCRC = 3,9)"
39802,"Did not use in the past year (IRCOCRC = 3,9)"
39803,"Did not use in the past year (IRCOCRC = 3,9)"
39804,"Did not use in the past year (IRCOCRC = 3,9)"
39805,"Did not use in the past year (IRCOCRC = 3,9)"
39806,"Did not use in the past year (IRCOCRC = 3,9)"
39807,"Did not use in the past year (IRCOCRC = 3,9)"
39808,"Did not use in the past year (IRCOCRC = 3,9)"
39809,"Did not use in the past year (IRCOCRC = 3,9)"
39810,"Did not use in the past year (IRCOCRC = 3,9)"
39811,"Did not use in the past year (IRCOCRC = 3,9)"
39812,"Did not use in the past year (IRCOCRC = 3,9)"
39813,"Did not use in the past year (IRCOCRC = 3,9)"
39814,"Did not use in the past year (IRCOCRC = 3,9)"
39815,"Did not use in the past year (IRCOCRC = 3,9)"
39816,"Did not use in the past year (IRCOCRC = 3,9)"
39817,"Did not use in the past year (IRCOCRC = 3,9)"
39818,"Did not use in the past year (IRCOCRC = 3,9)"
39819,"Did not use in the past year (IRCOCRC = 3,9)"
39820,"Did not use in the past year (IRCOCRC = 3,9)"
39821,"Did not use in the past year (IRCOCRC = 3,9)"
39822,"Did not use in the past year (IRCOCRC = 3,9)"
39823,"Used within the past year (IRCOCRC = 1,2)"
39824,"Did not use in the past year (IRCOCRC = 3,9)"
39825,"Did not use in the past year (IRCOCRC = 3,9)"
39826,"Did not use in the past year (IRCOCRC = 3,9)"
39827,"Did not use in the past year (IRCOCRC = 3,9)"
39828,"Did not use in the past year (IRCOCRC = 3,9)"
39829,"Did not use in the past year (IRCOCRC = 3,9)"
39830,"Did not use in the past year (IRCOCRC = 3,9)"
39831,"Did not use in the past year (IRCOCRC = 3,9)"
39832,"Did not use in the past year (IRCOCRC = 3,9)"
39833,"Did not use in the past year (IRCOCRC = 3,9)"
39834,"Did not use in the past year (IRCOCRC = 3,9)"
39835,"Did not use in the past year (IRCOCRC = 3,9)"
39836,"Did not use in the past year (IRCOCRC = 3,9)"
39837,"Did not use in the past year (IRCOCRC = 3,9)"
39838,"Did not use in the past year (IRCOCRC = 3,9)"
39839,"Did not use in the past year (IRCOCRC = 3,9)"
39840,"Did not use in the past year (IRCOCRC = 3,9)"
39841,"Did not use in the past year (IRCOCRC = 3,9)"
39842,"Used within the past year (IRCOCRC = 1,2)"
39843,"Did not use in the past year (IRCOCRC = 3,9)"
39844,"Did not use in the past year (IRCOCRC = 3,9)"
39845,"Did not use in the past year (IRCOCRC = 3,9)"
39846,"Did not use in the past year (IRCOCRC = 3,9)"
39847,"Did not use in the past year (IRCOCRC = 3,9)"
39848,"Did not use in the past year (IRCOCRC = 3,9)"
39849,"Did not use in the past year (IRCOCRC = 3,9)"
39850,"Did not use in the past year (IRCOCRC = 3,9)"
39851,"Did not use in the past year (IRCOCRC = 3,9)"
39852,"Did not use in the past year (IRCOCRC = 3,9)"
39853,"Did not use in the past year (IRCOCRC = 3,9)"
39854,"Did not use in the past year (IRCOCRC = 3,9)"
39855,"Did not use in the past year (IRCOCRC = 3,9)"
39856,"Did not use in the past year (IRCOCRC = 3,9)"
39857,"Did not use in the past year (IRCOCRC = 3,9)"
39858,"Did not use in the past year (IRCOCRC = 3,9)"
39859,"Did not use in the past year (IRCOCRC = 3,9)"
39860,"Did not use in the past year (IRCOCRC = 3,9)"
39861,"Did not use in the past year (IRCOCRC = 3,9)"
39862,"Did not use in the past year (IRCOCRC = 3,9)"
39863,"Did not use in the past year (IRCOCRC = 3,9)"
39864,"Did not use in the past year (IRCOCRC = 3,9)"
39865,"Used within the past year (IRCOCRC = 1,2)"
39866,"Did not use in the past year (IRCOCRC = 3,9)"
39867,"Did not use in the past year (IRCOCRC = 3,9)"
39868,"Did not use in the past year (IRCOCRC = 3,9)"
39869,"Did not use in the past year (IRCOCRC = 3,9)"
39870,"Did not use in the past year (IRCOCRC = 3,9)"
39871,"Did not use in the past year (IRCOCRC = 3,9)"
39872,"Did not use in the past year (IRCOCRC = 3,9)"
39873,"Did not use in the past year (IRCOCRC = 3,9)"
39874,"Did not use in the past year (IRCOCRC = 3,9)"
39875,"Did not use in the past year (IRCOCRC = 3,9)"
39876,"Used within the past year (IRCOCRC = 1,2)"
39877,"Did not use in the past year (IRCOCRC = 3,9)"
39878,"Did not use in the past year (IRCOCRC = 3,9)"
39879,"Did not use in the past year (IRCOCRC = 3,9)"
39880,"Did not use in the past year (IRCOCRC = 3,9)"
39881,"Did not use in the past year (IRCOCRC = 3,9)"
39882,"Did not use in the past year (IRCOCRC = 3,9)"
39883,"Did not use in the past year (IRCOCRC = 3,9)"
39884,"Did not use in the past year (IRCOCRC = 3,9)"
39885,"Used within the past year (IRCOCRC = 1,2)"
39886,"Did not use in the past year (IRCOCRC = 3,9)"
39887,"Did not use in the past year (IRCOCRC = 3,9)"
39888,"Did not use in the past year (IRCOCRC = 3,9)"
39889,"Did not use in the past year (IRCOCRC = 3,9)"
39890,"Did not use in the past year (IRCOCRC = 3,9)"
39891,"Did not use in the past year (IRCOCRC = 3,9)"
39892,"Did not use in the past year (IRCOCRC = 3,9)"
39893,"Did not use in the past year (IRCOCRC = 3,9)"
39894,"Did not use in the past year (IRCOCRC = 3,9)"
39895,"Did not use in the past year (IRCOCRC = 3,9)"
39896,"Did not use in the past year (IRCOCRC = 3,9)"
39897,"Did not use in the past year (IRCOCRC = 3,9)"
39898,"Did not use in the past year (IRCOCRC = 3,9)"
39899,"Did not use in the past year (IRCOCRC = 3,9)"
39900,"Did not use in the past year (IRCOCRC = 3,9)"
39901,"Did not use in the past year (IRCOCRC = 3,9)"
39902,"Did not use in the past year (IRCOCRC = 3,9)"
39903,"Did not use in the past year (IRCOCRC = 3,9)"
39904,"Did not use in the past year (IRCOCRC = 3,9)"
39905,"Did not use in the past year (IRCOCRC = 3,9)"
39906,"Did not use in the past year (IRCOCRC = 3,9)"
39907,"Did not use in the past year (IRCOCRC = 3,9)"
39908,"Did not use in the past year (IRCOCRC = 3,9)"
39909,"Did not use in the past year (IRCOCRC = 3,9)"
39910,"Did not use in the past year (IRCOCRC = 3,9)"
39911,"Used within the past year (IRCOCRC = 1,2)"
39912,"Did not use in the past year (IRCOCRC = 3,9)"
39913,"Did not use in the past year (IRCOCRC = 3,9)"
39914,"Did not use in the past year (IRCOCRC = 3,9)"
39915,"Did not use in the past year (IRCOCRC = 3,9)"
39916,"Did not use in the past year (IRCOCRC = 3,9)"
39917,"Did not use in the past year (IRCOCRC = 3,9)"
39918,"Did not use in the past year (IRCOCRC = 3,9)"
39919,"Did not use in the past year (IRCOCRC = 3,9)"
39920,"Did not use in the past year (IRCOCRC = 3,9)"
39921,"Did not use in the past year (IRCOCRC = 3,9)"
39922,"Did not use in the past year (IRCOCRC = 3,9)"
39923,"Did not use in the past year (IRCOCRC = 3,9)"
39924,"Did not use in the past year (IRCOCRC = 3,9)"
39925,"Did not use in the past year (IRCOCRC = 3,9)"
39926,"Did not use in the past year (IRCOCRC = 3,9)"
39927,"Did not use in the past year (IRCOCRC = 3,9)"
39928,"Did not use in the past year (IRCOCRC = 3,9)"
39929,"Did not use in the past year (IRCOCRC = 3,9)"
39930,"Used within the past year (IRCOCRC = 1,2)"
39931,"Did not use in the past year (IRCOCRC = 3,9)"
39932,"Did not use in the past year (IRCOCRC = 3,9)"
39933,"Did not use in the past year (IRCOCRC = 3,9)"
39934,"Did not use in the past year (IRCOCRC = 3,9)"
39935,"Did not use in the past year (IRCOCRC = 3,9)"
39936,"Did not use in the past year (IRCOCRC = 3,9)"
39937,"Did not use in the past year (IRCOCRC = 3,9)"
39938,"Did not use in the past year (IRCOCRC = 3,9)"
39939,"Did not use in the past year (IRCOCRC = 3,9)"
39940,"Did not use in the past year (IRCOCRC = 3,9)"
39941,"Did not use in the past year (IRCOCRC = 3,9)"
39942,"Did not use in the past year (IRCOCRC = 3,9)"
39943,"Did not use in the past year (IRCOCRC = 3,9)"
39944,"Did not use in the past year (IRCOCRC = 3,9)"
39945,"Did not use in the past year (IRCOCRC = 3,9)"
39946,"Did not use in the past year (IRCOCRC = 3,9)"
39947,"Did not use in the past year (IRCOCRC = 3,9)"
39948,"Did not use in the past year (IRCOCRC = 3,9)"
39949,"Did not use in the past year (IRCOCRC = 3,9)"
39950,"Did not use in the past year (IRCOCRC = 3,9)"
39951,"Did not use in the past year (IRCOCRC = 3,9)"
39952,"Did not use in the past year (IRCOCRC = 3,9)"
39953,"Did not use in the past year (IRCOCRC = 3,9)"
39954,"Did not use in the past year (IRCOCRC = 3,9)"
39955,"Did not use in the past year (IRCOCRC = 3,9)"
39956,"Did not use in the past year (IRCOCRC = 3,9)"
39957,"Did not use in the past year (IRCOCRC = 3,9)"
39958,"Did not use in the past year (IRCOCRC = 3,9)"
39959,"Did not use in the past year (IRCOCRC = 3,9)"
39960,"Did not use in the past year (IRCOCRC = 3,9)"
39961,"Did not use in the past year (IRCOCRC = 3,9)"
39962,"Did not use in the past year (IRCOCRC = 3,9)"
39963,"Did not use in the past year (IRCOCRC = 3,9)"
39964,"Did not use in the past year (IRCOCRC = 3,9)"
39965,"Did not use in the past year (IRCOCRC = 3,9)"
39966,"Did not use in the past year (IRCOCRC = 3,9)"
39967,"Did not use in the past year (IRCOCRC = 3,9)"
39968,"Did not use in the past year (IRCOCRC = 3,9)"
39969,"Did not use in the past year (IRCOCRC = 3,9)"
39970,"Did not use in the past year (IRCOCRC = 3,9)"
39971,"Did not use in the past year (IRCOCRC = 3,9)"
39972,"Did not use in the past year (IRCOCRC = 3,9)"
39973,"Did not use in the past year (IRCOCRC = 3,9)"
39974,"Did not use in the past year (IRCOCRC = 3,9)"
39975,"Did not use in the past year (IRCOCRC = 3,9)"
39976,"Did not use in the past year (IRCOCRC = 3,9)"
39977,"Did not use in the past year (IRCOCRC = 3,9)"
39978,"Did not use in the past year (IRCOCRC = 3,9)"
39979,"Did not use in the past year (IRCOCRC = 3,9)"
39980,"Did not use in the past year (IRCOCRC = 3,9)"
39981,"Did not use in the past year (IRCOCRC = 3,9)"
39982,"Did not use in the past year (IRCOCRC = 3,9)"
39983,"Did not use in the past year (IRCOCRC = 3,9)"
39984,"Did not use in the past year (IRCOCRC = 3,9)"
39985,"Used within the past year (IRCOCRC = 1,2)"
39986,"Did not use in the past year (IRCOCRC = 3,9)"
39987,"Did not use in the past year (IRCOCRC = 3,9)"
39988,"Did not use in the past year (IRCOCRC = 3,9)"
39989,"Did not use in the past year (IRCOCRC = 3,9)"
39990,"Did not use in the past year (IRCOCRC = 3,9)"
39991,"Did not use in the past year (IRCOCRC = 3,9)"
39992,"Did not use in the past year (IRCOCRC = 3,9)"
39993,"Did not use in the past year (IRCOCRC = 3,9)"
39994,"Did not use in the past year (IRCOCRC = 3,9)"
39995,"Did not use in the past year (IRCOCRC = 3,9)"
39996,"Did not use in the past year (IRCOCRC = 3,9)"
39997,"Did not use in the past year (IRCOCRC = 3,9)"
39998,"Did not use in the past year (IRCOCRC = 3,9)"
39999,"Did not use in the past year (IRCOCRC = 3,9)"
40000,"Did not use in the past year (IRCOCRC = 3,9)"
40001,"Did not use in the past year (IRCOCRC = 3,9)"
40002,"Did not use in the past year (IRCOCRC = 3,9)"
40003,"Did not use in the past year (IRCOCRC = 3,9)"
40004,"Did not use in the past year (IRCOCRC = 3,9)"
40005,"Did not use in the past year (IRCOCRC = 3,9)"
40006,"Did not use in the past year (IRCOCRC = 3,9)"
40007,"Did not use in the past year (IRCOCRC = 3,9)"
40008,"Did not use in the past year (IRCOCRC = 3,9)"
40009,"Did not use in the past year (IRCOCRC = 3,9)"
40010,"Did not use in the past year (IRCOCRC = 3,9)"
40011,"Did not use in the past year (IRCOCRC = 3,9)"
40012,"Did not use in the past year (IRCOCRC = 3,9)"
40013,"Did not use in the past year (IRCOCRC = 3,9)"
40014,"Did not use in the past year (IRCOCRC = 3,9)"
40015,"Did not use in the past year (IRCOCRC = 3,9)"
40016,"Used within the past year (IRCOCRC = 1,2)"
40017,"Did not use in the past year (IRCOCRC = 3,9)"
40018,"Did not use in the past year (IRCOCRC = 3,9)"
40019,"Did not use in the past year (IRCOCRC = 3,9)"
40020,"Did not use in the past year (IRCOCRC = 3,9)"
40021,"Did not use in the past year (IRCOCRC = 3,9)"
40022,"Did not use in the past year (IRCOCRC = 3,9)"
40023,"Did not use in the past year (IRCOCRC = 3,9)"
40024,"Did not use in the past year (IRCOCRC = 3,9)"
40025,"Did not use in the past year (IRCOCRC = 3,9)"
40026,"Did not use in the past year (IRCOCRC = 3,9)"
40027,"Did not use in the past year (IRCOCRC = 3,9)"
40028,"Did not use in the past year (IRCOCRC = 3,9)"
40029,"Did not use in the past year (IRCOCRC = 3,9)"
40030,"Did not use in the past year (IRCOCRC = 3,9)"
40031,"Did not use in the past year (IRCOCRC = 3,9)"
40032,"Did not use in the past year (IRCOCRC = 3,9)"
40033,"Did not use in the past year (IRCOCRC = 3,9)"
40034,"Did not use in the past year (IRCOCRC = 3,9)"
40035,"Did not use in the past year (IRCOCRC = 3,9)"
40036,"Did not use in the past year (IRCOCRC = 3,9)"
40037,"Did not use in the past year (IRCOCRC = 3,9)"
40038,"Did not use in the past year (IRCOCRC = 3,9)"
40039,"Did not use in the past year (IRCOCRC = 3,9)"
40040,"Did not use in the past year (IRCOCRC = 3,9)"
40041,"Did not use in the past year (IRCOCRC = 3,9)"
40042,"Did not use in the past year (IRCOCRC = 3,9)"
40043,"Did not use in the past year (IRCOCRC = 3,9)"
40044,"Did not use in the past year (IRCOCRC = 3,9)"
40045,"Did not use in the past year (IRCOCRC = 3,9)"
40046,"Did not use in the past year (IRCOCRC = 3,9)"
40047,"Did not use in the past year (IRCOCRC = 3,9)"
40048,"Did not use in the past year (IRCOCRC = 3,9)"
40049,"Did not use in the past year (IRCOCRC = 3,9)"
40050,"Did not use in the past year (IRCOCRC = 3,9)"
40051,"Did not use in the past year (IRCOCRC = 3,9)"
40052,"Did not use in the past year (IRCOCRC = 3,9)"
40053,"Did not use in the past year (IRCOCRC = 3,9)"
40054,"Did not use in the past year (IRCOCRC = 3,9)"
40055,"Did not use in the past year (IRCOCRC = 3,9)"
40056,"Did not use in the past year (IRCOCRC = 3,9)"
40057,"Did not use in the past year (IRCOCRC = 3,9)"
40058,"Did not use in the past year (IRCOCRC = 3,9)"
40059,"Did not use in the past year (IRCOCRC = 3,9)"
40060,"Did not use in the past year (IRCOCRC = 3,9)"
40061,"Did not use in the past year (IRCOCRC = 3,9)"
40062,"Did not use in the past year (IRCOCRC = 3,9)"
40063,"Did not use in the past year (IRCOCRC = 3,9)"
40064,"Did not use in the past year (IRCOCRC = 3,9)"
40065,"Did not use in the past year (IRCOCRC = 3,9)"
40066,"Did not use in the past year (IRCOCRC = 3,9)"
40067,"Did not use in the past year (IRCOCRC = 3,9)"
40068,"Did not use in the past year (IRCOCRC = 3,9)"
40069,"Did not use in the past year (IRCOCRC = 3,9)"
40070,"Did not use in the past year (IRCOCRC = 3,9)"
40071,"Did not use in the past year (IRCOCRC = 3,9)"
40072,"Did not use in the past year (IRCOCRC = 3,9)"
40073,"Did not use in the past year (IRCOCRC = 3,9)"
40074,"Did not use in the past year (IRCOCRC = 3,9)"
40075,"Did not use in the past year (IRCOCRC = 3,9)"
40076,"Did not use in the past year (IRCOCRC = 3,9)"
40077,"Did not use in the past year (IRCOCRC = 3,9)"
40078,"Did not use in the past year (IRCOCRC = 3,9)"
40079,"Did not use in the past year (IRCOCRC = 3,9)"
40080,"Did not use in the past year (IRCOCRC = 3,9)"
40081,"Did not use in the past year (IRCOCRC = 3,9)"
40082,"Did not use in the past year (IRCOCRC = 3,9)"
40083,"Did not use in the past year (IRCOCRC = 3,9)"
40084,"Did not use in the past year (IRCOCRC = 3,9)"
40085,"Did not use in the past year (IRCOCRC = 3,9)"
40086,"Did not use in the past year (IRCOCRC = 3,9)"
40087,"Did not use in the past year (IRCOCRC = 3,9)"
40088,"Did not use in the past year (IRCOCRC = 3,9)"
40089,"Did not use in the past year (IRCOCRC = 3,9)"
40090,"Did not use in the past year (IRCOCRC = 3,9)"
40091,"Did not use in the past year (IRCOCRC = 3,9)"
40092,"Did not use in the past year (IRCOCRC = 3,9)"
40093,"Did not use in the past year (IRCOCRC = 3,9)"
40094,"Did not use in the past year (IRCOCRC = 3,9)"
40095,"Did not use in the past year (IRCOCRC = 3,9)"
40096,"Did not use in the past year (IRCOCRC = 3,9)"
40097,"Did not use in the past year (IRCOCRC = 3,9)"
40098,"Did not use in the past year (IRCOCRC = 3,9)"
40099,"Did not use in the past year (IRCOCRC = 3,9)"
40100,"Did not use in the past year (IRCOCRC = 3,9)"
40101,"Did not use in the past year (IRCOCRC = 3,9)"
40102,"Used within the past year (IRCOCRC = 1,2)"
40103,"Did not use in the past year (IRCOCRC = 3,9)"
40104,"Did not use in the past year (IRCOCRC = 3,9)"
40105,"Did not use in the past year (IRCOCRC = 3,9)"
40106,"Did not use in the past year (IRCOCRC = 3,9)"
40107,"Did not use in the past year (IRCOCRC = 3,9)"
40108,"Did not use in the past year (IRCOCRC = 3,9)"
40109,"Did not use in the past year (IRCOCRC = 3,9)"
40110,"Did not use in the past year (IRCOCRC = 3,9)"
40111,"Did not use in the past year (IRCOCRC = 3,9)"
40112,"Did not use in the past year (IRCOCRC = 3,9)"
40113,"Did not use in the past year (IRCOCRC = 3,9)"
40114,"Did not use in the past year (IRCOCRC = 3,9)"
40115,"Did not use in the past year (IRCOCRC = 3,9)"
40116,"Did not use in the past year (IRCOCRC = 3,9)"
40117,"Did not use in the past year (IRCOCRC = 3,9)"
40118,"Did not use in the past year (IRCOCRC = 3,9)"
40119,"Did not use in the past year (IRCOCRC = 3,9)"
40120,"Did not use in the past year (IRCOCRC = 3,9)"
40121,"Did not use in the past year (IRCOCRC = 3,9)"
40122,"Did not use in the past year (IRCOCRC = 3,9)"
40123,"Did not use in the past year (IRCOCRC = 3,9)"
40124,"Did not use in the past year (IRCOCRC = 3,9)"
40125,"Did not use in the past year (IRCOCRC = 3,9)"
40126,"Did not use in the past year (IRCOCRC = 3,9)"
40127,"Did not use in the past year (IRCOCRC = 3,9)"
40128,"Did not use in the past year (IRCOCRC = 3,9)"
40129,"Did not use in the past year (IRCOCRC = 3,9)"
40130,"Did not use in the past year (IRCOCRC = 3,9)"
40131,"Did not use in the past year (IRCOCRC = 3,9)"
40132,"Did not use in the past year (IRCOCRC = 3,9)"
40133,"Did not use in the past year (IRCOCRC = 3,9)"
40134,"Did not use in the past year (IRCOCRC = 3,9)"
40135,"Did not use in the past year (IRCOCRC = 3,9)"
40136,"Did not use in the past year (IRCOCRC = 3,9)"
40137,"Did not use in the past year (IRCOCRC = 3,9)"
40138,"Did not use in the past year (IRCOCRC = 3,9)"
40139,"Did not use in the past year (IRCOCRC = 3,9)"
40140,"Did not use in the past year (IRCOCRC = 3,9)"
40141,"Did not use in the past year (IRCOCRC = 3,9)"
40142,"Did not use in the past year (IRCOCRC = 3,9)"
40143,"Did not use in the past year (IRCOCRC = 3,9)"
40144,"Did not use in the past year (IRCOCRC = 3,9)"
40145,"Did not use in the past year (IRCOCRC = 3,9)"
40146,"Did not use in the past year (IRCOCRC = 3,9)"
40147,"Did not use in the past year (IRCOCRC = 3,9)"
40148,"Did not use in the past year (IRCOCRC = 3,9)"
40149,"Did not use in the past year (IRCOCRC = 3,9)"
